Inserted List,ORF Name,Gene Name
YJR094C,YJR094C,IME1
YJR094W-A,YJR094W-A,RPL43b
YJR095W,YJR095W,SFC1
YJR096W,YJR096W,YJR096W
YJR097W,YJR097W,JJJ3
YJR098C,YJR098C,YJR098C
YJR099W,YJR099W,YUH1
YJR100C,YJR100C,AIM25
YJR101W,YJR101W,RSM26
YJR102C,YJR102C,VPS25
YJR103W,YJR103W,URA8
YJR104C,YJR104C,SOD1
YJR105W,YJR105W,ADO1
YJR106W,YJR106W,ECM27
YJR107W,YJR107W,LIH1
YJR108W,YJR108W,ABM1
YJR109C,YJR109C,CPA2
YJR110W,YJR110W,YMR1
YJR111C,YJR111C,PXP2
YJR112W,YJR112W,NNF1
YJR113C,YJR113C,RSM7
YJR114W,YJR114W,YJR114W
YJR115W,YJR115W,YJR115W
YJR116W,YJR116W,TDA4
YJR117W,YJR117W,STE24
YJR118C,YJR118C,ILM1
YJR119C,YJR119C,JHD2
YJR120W,YJR120W,YJR120W
YJR121W,YJR121W,ATP2
YJR122W,YJR122W,IBA57
YJR123W,YJR123W,RPS5
YJR124C,YJR124C,YJR124C
YJR125C,YJR125C,ENT3
YJR126C,YJR126C,VPS70
YJR127C,YJR127C,RSF2
YJR128W,YJR128W,YJR128W
YJR129C,YJR129C,EFM3
YJR130C,YJR130C,STR2
YJR131W,YJR131W,MNS1
YJR132W,YJR132W,NMD5
YJR133W,YJR133W,XPT1
YJR134C,YJR134C,SGM1
YJR135C,YJR135C,MCM22
YJR136C,YJR136C,TTI2
YJR137C,YJR137C,MET5
YJR138W,YJR138W,IML1
YJR139C,YJR139C,HOM6
YJR140C,YJR140C,HIR3
YJR141W,YJR141W,IPA1
YJR142W,YJR142W,YJR142W
YJR143C,YJR143C,PMT4
YJR144W,YJR144W,MGM101
YJR145C,YJR145C,RPS4a
YJR146W,YJR146W,YJR146W
YJR147W,YJR147W,HMS2
YJR148W,YJR148W,BAT2
YJR149W,YJR149W,YJR149W
YJR150C,YJR150C,DAN1
YJR151C,YJR151C,DAN4
YJR152W,YJR152W,DAL5
YJR153W,YJR153W,PGU1
YJR154W,YJR154W,YJR154W
YJR155W,YJR155W,AAD10
YJR156C,YJR156C,THI11
YJR157W,YJR157W,YJR157W
YJR158W,YJR158W,HXT16
YJR159W,YJR159W,SOR1
YJR160C,YJR160C,MPH3
YJR161C,YJR161C,COS5
YJR162C,YJR162C,YJR162C
YKL001C,YKL001C,MET14
YKL002W,YKL002W,DID4
YKL003C,YKL003C,MRP17
YKL004W,YKL004W,AUR1
YKL005C,YKL005C,BYE1
YKL006C-A,YKL006C-A,SFT1
YKL006W,YKL006W,RPL14a
YKL007W,YKL007W,CAP1
YKL008C,YKL008C,LAC1
YKL009W,YKL009W,MRT4
YKL010C,YKL010C,UFD4
YKL011C,YKL011C,CCE1
YKL012W,YKL012W,PRP40
YKL013C,YKL013C,ARC19
YKL014C,YKL014C,URB1
YKL015W,YKL015W,PUT3
YKL016C,YKL016C,ATP7
YKL017C,YKL017C,HCS1
YKL018W,YKL018W,SWD2
YKL019W,YKL019W,RAM2
YKL020C,YKL020C,SPT23
YKL021C,YKL021C,MAK11
YKL022C,YKL022C,CDC16
YKL023W,YKL023W,YKL023W
YKL024C,YKL024C,URA6
YKL025C,YKL025C,PAN3
YKL026C,YKL026C,GPX1
YKL027W,YKL027W,TCD2
YKL028W,YKL028W,TFA1
YKL029C,YKL029C,MAE1
YKL030W,YKL030W,YKL030W
YKL031W,YKL031W,YKL031W
YKL032C,YKL032C,IXR1
YKL033W,YKL033W,TTI1
YKL034W,YKL034W,TUL1
YKL035W,YKL035W,UGP1
YKL036C,YKL036C,YKL036C
YKL037W,YKL037W,AIM26
YKL038W,YKL038W,RGT1
YKL039W,YKL039W,PTM1
YKL040C,YKL040C,NFU1
YKL041W,YKL041W,VPS24
YKL042W,YKL042W,SPC42
YKL043W,YKL043W,PHD1
YKL044W,YKL044W,MMO1
YKL045W,YKL045W,PRI2
YKL046C,YKL046C,DCW1
YKL047W,YKL047W,ANR2
YKL048C,YKL048C,ELM1
YKL049C,YKL049C,CSE4
YKL050C,YKL050C,YKL050C
YKL051W,YKL051W,SFK1
YKL052C,YKL052C,ASK1
YKL053W,YKL053W,YKL053W
YKL054C,YKL054C,DEF1
YKL055C,YKL055C,OAR1
YKL056C,YKL056C,TMA19
YKL057C,YKL057C,NUP120
YKL058W,YKL058W,TOA2
YKL059C,YKL059C,MPE1
YKL060C,YKL060C,FBA1
YKL061W,YKL061W,BLI1
YKL062W,YKL062W,MSN4
YKL063C,YKL063C,YKL063C
YKL064W,YKL064W,MNR2
YKL065C,YKL065C,YET1
YKL066W,YKL066W,YKL066W
YKL067W,YKL067W,YNK1
YKL068W,YKL068W,NUP100
YKL069W,YKL069W,YKL069W
YKL070W,YKL070W,YKL070W
YKL071W,YKL071W,YKL071W
YKL072W,YKL072W,STB6
YKL073W,YKL073W,LHS1
YKL074C,YKL074C,MUD2
YKL075C,YKL075C,YKL075C
YKL076C,YKL076C,YKL076C
YKL077W,YKL077W,YKL077W
YKL078W,YKL078W,DHR2
YKL079W,YKL079W,SMY1
YKL080W,YKL080W,VMA5
YKL081W,YKL081W,TEF4
YKL082C,YKL082C,RRP14
YKL083W,YKL083W,YKL083W
YKL084W,YKL084W,HOT13
YKL085W,YKL085W,MDH1
YKL086W,YKL086W,SRX1
YKL087C,YKL087C,CYT2
YKL088W,YKL088W,CAB3
YKL089W,YKL089W,MIF2
YKL090W,YKL090W,CUE2
YKL091C,YKL091C,YKL091C
YKL092C,YKL092C,BUD2
YKL093W,YKL093W,MBR1
YKL094W,YKL094W,YJU3
YKL095W,YKL095W,YJU2
YKL096W,YKL096W,CWP1
YKL097C,YKL097C,YKL097C
YKL098W,YKL098W,MTC2
YKL099C,YKL099C,UTP11
YKL100C,YKL100C,YPF1
YKL101W,YKL101W,HSL1
YKL102C,YKL102C,YKL102C
YKL103C,YKL103C,APE1
YKL104C,YKL104C,GFA1
YKL105C,YKL105C,SEG2
YKL106W,YKL106W,AAT1
YKL107W,YKL107W,YKL107W
YKL108W,YKL108W,SLD2
YKL109W,YKL109W,HAP4
YKL110C,YKL110C,KTI12
YKL111C,YKL111C,YKL111C
YKL112W,YKL112W,ABF1
YKL113C,YKL113C,RAD27
YKL114C,YKL114C,APN1
YKL115C,YKL115C,YKL115C
YKL116C,YKL116C,PRR1
YKL117W,YKL117W,SBA1
YKL118W,YKL118W,YKL118W
YKL119C,YKL119C,VPH2
YKL120W,YKL120W,OAC1
YKL121W,YKL121W,DGR2
YKL122C,YKL122C,SRP21
YKL123W,YKL123W,YKL123W
YKL124W,YKL124W,SSH4
YKL125W,YKL125W,RRN3
YKL126W,YKL126W,YPK1
YKL127W,YKL127W,PGM1
YKL128C,YKL128C,PMU1
YKL129C,YKL129C,MYO3
YKL130C,YKL130C,SHE2
YKL131W,YKL131W,YKL131W
YKL132C,YKL132C,RMA1
YKL133C,YKL133C,YKL133C
YKL134C,YKL134C,1-Oct
YKL135C,YKL135C,APL2
YKL136W,YKL136W,YKL136W
YKL137W,YKL137W,CMC1
YKL138C,YKL138C,MRPL31
YKL139W,YKL139W,CTK1
YKL140W,YKL140W,TGL1
YKL141W,YKL141W,SDH3
YKL142W,YKL142W,MRP8
YKL143W,YKL143W,LTV1
YKL144C,YKL144C,RPC25
YKL145W,YKL145W,RPT1
YKL146W,YKL146W,AVT3
YKL147C,YKL147C,YKL147C
YKL148C,YKL148C,SDH1
YKL149C,YKL149C,DBR1
YKL150W,YKL150W,MCR1
YKL151C,YKL151C,NNR2
YKL152C,YKL152C,GPM1
YKL153W,YKL153W,YKL153W
YKL154W,YKL154W,SRP102
YKL155C,YKL155C,RSM22
YKL156W,YKL156W,RPS27a
YKL157W,YKL157W,APE2
YKL158W,YKL157W,YKL158W
YKL159C,YKL159C,RCN1
YKL160W,YKL160W,ELF1
YKL161C,YKL161C,KDX1
YKL162C,YKL162C,YKL162C
YKL163W,YKL163W,PIR3
YKL164C,YKL164C,PIR1
YKL165C,YKL165C,MCD4
YKL166C,YKL166C,TPK3
YKL167C,YKL167C,MRP49
YKL168C,YKL168C,KKQ8
YKL169C,YKL169C,YKL169C
YKL170W,YKL170W,MRPL38
YKL171W,YKL171W,NNK1
YKL172W,YKL172W,EBP2
YKL173W,YKL173W,SNU114
YKL174C,YKL174C,TPO5
YKL175W,YKL175W,ZRT3
YKL176C,YKL176C,LST4
YKL177W,YKL177W,YKL177W
YKL178C,YKL178C,STE3
YKL179C,YKL179C,COY1
YKL180W,YKL180W,RPL17a
YKL181W,YKL181W,PRS1
YKL182W,YKL182W,FAS1
YKL183W,YKL183W,LOT5
YKL184W,YKL184W,SPE1
YKL185W,YKL185W,ASH1
YKL186C,YKL186C,MTR2
YKL187C,YKL187C,FAT3
YKL188C,YKL188C,PXA2
YKL189W,YKL189W,HYM1
YKL190W,YKL190W,CNB1
YKL191W,YKL191W,DPH2
YKL192C,YKL192C,ACP1
YKL193C,YKL193C,SDS22
YKL194C,YKL194C,MST1
YKL195W,YKL195W,MIA40
YKL196C,YKL196C,YKT6
YKL197C,YKL197C,PEX1
YKL198C,YKL198C,PTK1
YKL199C,YKL198C,YKL199C
YKL201C,YKL201C,MNN4
YKL202W,YKL202W,YKL202W
YKL203C,YKL203C,TOR2
YKL204W,YKL204W,EAP1
YKL205W,YKL205W,LOS1
YKL206C,YKL206C,ADD66
YKL207W,YKL207W,EMC3
YKL208W,YKL208W,CBT1
YKL209C,YKL209C,STE6
YKL210W,YKL210W,UBA1
YKL211C,YKL211C,TRP3
YKL212W,YKL212W,SAC1
YKL213C,YKL213C,DOA1
YKL214C,YKL214C,YRA2
YKL215C,YKL215C,OXP1
YKL216W,YKL216W,URA1
YKL217W,YKL217W,JEN1
YKL218C,YKL218C,SRY1
YKL219W,YKL219W,COS9
YKL220C,YKL220C,FRE2
YKL221W,YKL221W,MCH2
YKL222C,YKL222C,YKL222C
YKL223W,YKL223W,YKL223W
YKL224C,YKL224C,PAU16
YKL225W,YKL225W,YKL225W
YKR001C,YKR001C,VPS1
YKR002W,YKR002W,PAP1
YKR003W,YKR003W,OSH6
YKR004C,YKR004C,ECM9
YKR005C,YKR005C,YKR005C
YKR006C,YKR006C,MRPL13
YKR007W,YKR007W,MEH1
YKR008W,YKR008W,RSC4
YKR009C,YKR009C,FOX2
YKR010C,YKR010C,TOF2
YKR011C,YKR011C,YKR011C
YKR012C,YKR012C,YKR012C
YKR013W,YKR013W,PRY2
YKR014C,YKR014C,YPT52
YKR015C,YKR015C,YKR015C
YKR016W,YKR016W,MIC60
YKR017C,YKR017C,HEL1
YKR018C,YKR018C,YKR018C
YKR019C,YKR019C,IRS4
YKR020W,YKR020W,VPS51
YKR021W,YKR021W,ALY1
YKR022C,YKR022C,NTR2
YKR023W,YKR023W,YKR023W
YKR024C,YKR024C,DBP7
YKR025W,YKR025W,RPC37
YKR026C,YKR026C,GCN3
YKR027W,YKR027W,BCH2
YKR028W,YKR028W,SAP190
YKR029C,YKR029C,SET3
YKR030W,YKR030W,GMH1
YKR031C,YKR031C,SPO14
YKR032W,YKR032W,YKR032W
YKR033C,YKR033C,YKR033C
YKR034W,YKR034W,DAL80
YKR035C,Unknown,Unknown
YKR036C,YKR036C,CAF4
YKR037C,YKR037C,SPC34
YKR038C,YKR038C,KAE1
YKR039W,YKR039W,GAP1
YKR040C,YKR040C,YKR040C
YKR041W,YKR041W,YKR041W
YKR042W,YKR042W,UTH1
YKR043C,YKR043C,SHB17
YKR044W,YKR044W,UIP5
YKR045C,YKR045C,YKR045C
YKR046C,YKR046C,PET10
YKR047W,YKR047W,YKR047W
YKR048C,YKR048C,NAP1
YKR049C,YKR049C,FMP46
YKR050W,YKR050W,TRK2
YKR051W,YKR051W,YKR051W
YKR052C,YKR052C,MRS4
YKR053C,YKR053C,YSR3
YKR054C,YKR054C,DYN1
YKR055W,YKR055W,RHO4
YKR056W,YKR056W,TRM2
YKR057W,YKR057W,RPS21a
YKR058W,YKR058W,GLG1
YKR059W,YKR059W,TIF1
YKR060W,YKR060W,UTP30
YKR061W,YKR061W,KTR2
YKR062W,YKR062W,TFA2
YKR063C,YKR063C,LAS1
YKR064W,YKR064W,OAF3
YKR065C,YKR065C,PAM17
YKR066C,YKR066C,CCP1
YKR067W,YKR067W,GPT2
YKR068C,YKR068C,BET3
YKR069W,YKR069W,MET1
YKR070W,YKR070W,YKR070W
YKR071C,YKR071C,DRE2
YKR072C,YKR072C,SIS2
YKR073C,YKR073C,YKR073C
YKR074W,YKR074W,AIM29
YKR075C,YKR075C,YKR075C
YKR076W,YKR076W,ECM4
YKR077W,YKR077W,MSA2
YKR078W,YKR078W,YKR078W
YKR079C,YKR079C,TRZ1
YKR080W,YKR080W,MTD1
YKR081C,YKR081C,RPF2
YKR082W,YKR082W,NUP133
YKR083C,YKR083C,DAD2
YKR084C,YKR084C,HBS1
YKR085C,YKR085C,MRPL20
YKR086W,YKR086W,PRP16
YKR087C,YKR087C,OMA1
YKR088C,YKR088C,TVP38
YKR089C,YKR089C,TGL4
YKR090W,YKR090W,PXL1
YKR091W,YKR091W,SRL3
YKR092C,YKR092C,SRP40
YKR093W,YKR093W,PTR2
YKR094C,YKR094C,RPL40b
YKR095W,YKR095W,MLP1
YKR096W,YKR096W,ESL2
YKR097W,YKR097W,PCK1
YKR098C,YKR098C,UBP11
YKR099W,YKR099W,BAS1
YKR100C,YKR100C,SKG1
YKR101W,YKR101W,SIR1
YKR102W,YKR102W,FLO10
YKR103W,YKR103W,NFT1
YKR104W,YKR104W,YKR104W
YKR105C,YKR105C,VBA5
YKR106W,YKR106W,GEX2
YLL001W,YLL001W,DNM1
YLL002W,YLL002W,RTT109
YLL003W,YLL003W,SFI1
YLL004W,YLL004W,ORC3
YLL005C,YLL005C,SPO75
YLL006W,YLL006W,MMM1
YLL007C,YLL007C,LMO1
YLL008W,YLL008W,DRS1
YLL009C,YLL009C,COX17
YLL010C,YLL010C,PSR1
YLL011W,YLL011W,SOF1
YLL012W,YLL012W,YEH1
YLL013C,YLL013C,PUF3
YLL014W,YLL014W,EMC6
YLL015W,YLL015W,BPT1
YLL016W,YLL016W,SDC25
YLL017W,YLL017W,YLL017W
YLL018C,YLL018C,DPS1
YLL019C,YLL019C,KNS1
YLL020C,YLL020C,YLL020C
YLL021W,YLL021W,SPA2
YLL022C,YLL022C,HIF1
YLL023C,YLL023C,POM33
YLL024C,YLL024C,SSA2
YLL025W,YLL025W,PAU17
YLL026W,YLL026W,HSP104
YLL027W,YLL027W,ISA1
YLL028W,YLL028W,TPO1
YLL029W,YLL029W,FRA1
YLL030C,YLL030C,RRT7
YLL031C,YLL031C,GPI13
YLL032C,YLL032C,YLL032C
YLL033W,YLL033W,IRC19
YLL034C,YLL034C,RIX7
YLL035W,YLL035W,GRC3
YLL036C,YLL036C,PRP19
YLL037W,YLL037W,YLL037W
YLL038C,YLL038C,ENT4
YLL039C,YLL039C,UBI4
YLL040C,YLL040C,VPS13
YLL041C,YLL041C,SDH2
YLL042C,YLL042C,ATG10
YLL043W,YLL043W,FPS1
YLL044W,Unknown,Unknown
YLL045C,YLL045C,RPL8b
YLL046C,YLL046C,RNP1
YLL047W,Unknown,Unknown
YLL048C,YLL048C,YBT1
YLL049W,YLL049W,LDB18
YLL050C,YLL050C,COF1
YLL051C,YLL051C,FRE6
YLL052C,YLL052C,AQY2
YLL053C,YLL053C,YLL053C
YLL054C,YLL054C,YLL054C
YLL055W,YLL055W,YCT1
YLL056C,YLL056C,YLL056C
YLL057C,YLL057C,JLP1
YLL058W,YLL058W,YLL058W
YLL059C,YLL059C,YLL059C
YLL060C,YLL060C,GTT2
YLL061W,YLL061W,MMP1
YLL062C,YLL062C,MHT1
YLL063C,YLL063C,AYT1
YLL064C,YLL064C,PAU18
YLL065W,YLL065W,YLL065W
YLL066C,YLL066C,YLL066C
YLL067C,YLL067C,YLL067C
YLR001C,YLR001C,YLR001C
YLR002C,YLR002C,NOC3
YLR003C,YLR003C,CMS1
YLR004C,YLR004C,THI73
YLR005W,YLR005W,SSL1
YLR006C,YLR006C,SSK1
YLR007W,YLR007W,NSE1
YLR008C,YLR008C,PAM18
YLR009W,YLR009W,RLP24
YLR010C,YLR010C,TEN1
YLR011W,YLR011W,LOT6
YLR012C,YLR012C,YLR012C
YLR013W,YLR013W,GAT3
YLR014C,YLR014C,PPR1
YLR015W,YLR015W,BRE2
YLR016C,YLR016C,PML1
YLR017W,YLR017W,MEU1
YLR018C,YLR018C,POM34
YLR019W,YLR019W,PSR2
YLR020C,YLR020C,YEH2
YLR021W,YLR021W,IRC25
YLR022C,YLR022C,SDO1
YLR023C,YLR023C,IZH3
YLR024C,YLR024C,UBR2
YLR025W,YLR025W,SNF7
YLR026C,YLR026C,SED5
YLR027C,YLR027C,AAT2
YLR028C,YLR028C,ADE16
YLR029C,YLR029C,RPL15a
YLR030W,YLR030W,YLR030W
YLR031W,YLR031W,YLR031W
YLR032W,YLR032W,RAD5
YLR033W,YLR033W,RSC58
YLR034C,YLR034C,SMF3
YLR035C,YLR035C,MLH2
YLR036C,YLR036C,YLR036C
YLR037C,YLR037C,PAU23
YLR038C,YLR038C,COX12
YLR039C,YLR039C,RIC1
YLR040C,YLR040C,AFB1
YLR041W,YLR041W,YLR041W
YLR042C,YLR042C,YLR042C
YLR043C,YLR043C,TRX1
YLR044C,YLR044C,PDC1
YLR045C,YLR045C,STU2
YLR046C,YLR046C,YLR046C
YLR047C,YLR047C,FRE8
YLR048W,YLR048W,RPS0b
YLR049C,YLR049C,YLR049C
YLR050C,YLR050C,YLR050C
YLR051C,YLR051C,FCF2
YLR052W,YLR052W,IES3
YLR053C,YLR053C,YLR053C
YLR054C,YLR054C,OSW2
YLR055C,YLR055C,SPT8
YLR056W,YLR056W,ERG3
YLR057W,YLR057W,MNL2
YLR058C,YLR058C,SHM2
YLR059C,YLR059C,REX2
YLR060W,YLR060W,FRS1
YLR061W,YLR061W,RPL22a
YLR062C,YLR062C,BUD28
YLR063W,YLR063W,BMT6
YLR064W,YLR064W,PER33
YLR065C,YLR065C,ENV10
YLR066W,YLR066W,SPC3
YLR067C,YLR067C,PET309
YLR068W,YLR068W,FYV7
YLR069C,YLR069C,MEF1
YLR070C,YLR070C,XYL2
YLR071C,YLR071C,RGR1
YLR072W,YLR072W,LAM6
YLR073C,YLR073C,RFU1
YLR074C,YLR074C,BUD20
YLR075W,YLR075W,RPL10
YLR076C,YLR076C,YLR076C
YLR077W,YLR077W,FMP25
YLR078C,YLR078C,BOS1
YLR079W,YLR079W,SIC1
YLR080W,YLR080W,EMP46
YLR081W,YLR081W,GAL2
YLR082C,YLR082C,SRL2
YLR083C,YLR083C,EMP70
YLR084C,YLR084C,RAX2
YLR085C,YLR085C,ARP6
YLR086W,YLR086W,SMC4
YLR087C,YLR087C,CSF1
YLR088W,YLR088W,GAA1
YLR089C,YLR089C,ALT1
YLR090W,YLR090W,XDJ1
YLR091W,YLR091W,GEP5
YLR092W,YLR092W,SUL2
YLR093C,YLR093C,NYV1
YLR094C,YLR094C,GIS3
YLR095C,YLR095C,IOC2
YLR096W,YLR096W,KIN2
YLR097C,YLR097C,HRT3
YLR098C,YLR098C,CHA4
YLR099C,YLR099C,ICT1
YLR100W,YLR100W,ERG27
YLR101C,YLR101C,YLR101C
YLR102C,YLR102C,APC9
YLR103C,YLR103C,CDC45
YLR104W,YLR104W,LCL2
YLR105C,YLR105C,SEN2
YLR106C,YLR106C,MDN1
YLR107W,YLR107W,REX3
YLR108C,YLR108C,YLR108C
YLR109W,YLR109W,AHP1
YLR110C,YLR110C,CCW12
YLR111W,YLR111W,YLR111W
YLR112W,YLR112W,YLR112W
YLR113W,YLR113W,HOG1
YLR114C,YLR114C,AVL9
YLR115W,YLR115W,CFT2
YLR116W,YLR116W,MSL5
YLR117C,YLR117C,CLF1
YLR118C,YLR118C,YLR118C
YLR119W,YLR119W,SRN2
YLR120C,YLR120C,YPS1
YLR121C,YLR121C,YPS3
YLR122C,YLR122C,YLR122C
YLR123C,YLR123C,YLR123C
YLR124W,YLR124W,YLR124W
YLR125W,YLR125W,YLR125W
YLR126C,YLR126C,YLR126C
YLR127C,YLR127C,APC2
YLR128W,YLR128W,DCN1
YLR129W,YLR129W,DIP2
YLR130C,YLR130C,ZRT2
YLR131C,YLR131C,ACE2
YLR132C,YLR132C,USB1
YLR133W,YLR133W,CKI1
YLR134W,YLR134W,PDC5
YLR135W,YLR135W,SLX4
YLR136C,YLR136C,TIS11
YLR137W,YLR137W,RKM5
YLR138W,YLR138W,NHA1
YLR139C,YLR139C,SLS1
YLR140W,YLR140W,YLR140W
YLR141W,YLR141W,RRN5
YLR142W,YLR142W,PUT1
YLR143W,YLR143W,DPH6
YLR144C,YLR144C,ACF2
YLR145W,YLR145W,RMP1
YLR146C,YLR146C,SPE4
YLR147C,YLR147C,SMD3
YLR148W,YLR148W,PEP3
YLR149C,YLR149C,YLR149C
YLR150W,YLR150W,STM1
YLR151C,YLR151C,PCD1
YLR152C,YLR152C,YLR152C
YLR153C,YLR153C,ACS2
YLR154C,YLR154C,RNH203
YLR155C,YLR155C,ASP3-1
YLR156W,YLR156W,YLR156W
YLR157C,YLR157C,ASP3-2
YLR158C,YLR158C,ASP3-3
YLR159W,YLR159W,YLR159W
YLR160C,YLR160C,ASP3-4
YLR161W,YLR161W,YLR161W
YLR162W,YLR162W,YLR162W
YLR163C,YLR163C,MAS1
YLR164W,YLR164W,SHH4
YLR165C,YLR165C,PUS5
YLR166C,YLR166C,SEC10
YLR167W,YLR167W,RPS31
YLR168C,YLR168C,UPS2
YLR169W,YLR169W,YLR169W
YLR170C,YLR170C,APS1
YLR171W,YLR171W,YLR171W
YLR172C,YLR172C,DPH5
YLR173W,YLR173W,YLR173W
YLR174W,YLR174W,IDP2
YLR175W,YLR175W,CBF5
YLR176C,YLR176C,RFX1
YLR177W,YLR177W,YLR177W
YLR178C,YLR178C,TFS1
YLR179C,YLR179C,YLR179C
YLR180W,YLR180W,SAM1
YLR181C,YLR181C,VTA1
YLR182W,YLR182W,SWI6
YLR183C,YLR183C,TOS4
YLR184W,YLR184W,YLR184W
YLR185W,YLR185W,RPL37a
YLR186W,YLR186W,EMG1
YLR187W,YLR187W,SKG3
YLR188W,YLR188W,MDL1
YLR189C,YLR189C,ATG26
YLR190W,YLR190W,MMR1
YLR191W,YLR191W,PEX13
YLR192C,YLR192C,HCR1
YLR193C,YLR193C,UPS1
YLR194C,YLR194C,NCW2
YLR195C,YLR195C,NMT1
YLR196W,YLR196W,PWP1
YLR197W,YLR197W,NOP56
YLR198C,YLR198C,YLR198C
YLR199C,YLR199C,PBA1
YLR200W,YLR200W,YKE2
YLR201C,YLR201C,COQ9
YLR202C,YLR202C,YLR202C
YLR203C,YLR203C,MSS51
YLR204W,YLR204W,QRI5
YLR205C,YLR205C,HMX1
YLR206W,YLR206W,ENT2
YLR207W,YLR207W,HRD3
YLR208W,YLR208W,SEC13
YLR209C,YLR209C,PNP1
YLR210W,YLR210W,CLB4
YLR211C,YLR211C,ATG38
YLR212C,YLR212C,TUB4
YLR213C,YLR213C,CRR1
YLR214W,YLR214W,FRE1
YLR215C,YLR215C,CDC123
YLR216C,YLR216C,CPR6
YLR217W,YLR217W,YLR217W
YLR218C,YLR218C,COA4
YLR219W,YLR219W,MSC3
YLR220W,YLR220W,CCC1
YLR221C,YLR221C,RSA3
YLR222C,YLR222C,UTP13
YLR223C,YLR223C,IFH1
YLR224W,YLR224W,UCC1
YLR225C,YLR225C,YLR225C
YLR226W,YLR226W,BUR2
YLR227C,YLR227C,ADY4
YLR228C,YLR228C,ECM22
YLR229C,YLR229C,CDC42
YLR230W,YLR230W,YLR230W
YLR231C,YLR231C,BNA5
YLR232W,YLR232W,YLR232W
YLR233C,YLR233C,EST1
YLR234W,YLR234W,TOP3
YLR235C,YLR235C,YLR235C
YLR236C,YLR236C,YLR236C
YLR237W,YLR237W,THI7
YLR238W,YLR238W,FAR10
YLR239C,YLR239C,LIP2
YLR240W,YLR240W,VPS34
YLR241W,YLR241W,CSC1
YLR242C,YLR242C,ARV1
YLR243W,YLR243W,GPN3
YLR244C,YLR244C,MAP1
YLR245C,YLR245C,CDD1
YLR246W,YLR246W,ERF2
YLR247C,YLR247C,IRC20
YLR248W,YLR248W,RCK2
YLR249W,YLR249W,YEF3
YLR250W,YLR250W,SSP120
YLR251W,YLR251W,SYM1
YLR252W,YLR252W,YLR252W
YLR253W,YLR253W,MCP2
YLR254C,YLR254C,NDL1
YLR255C,YLR255C,YLR255C
YLR256W,YLR256W,HAP1
YLR257W,YLR257W,YLR257W
YLR258W,YLR258W,GSY2
YLR259C,YLR259C,HSP60
YLR260W,YLR260W,LCB5
YLR261C,YLR261C,VPS63
YLR262C,YLR262C,YPT6
YLR263W,YLR263W,RED1
YLR264W,YLR264W,RPS28b
YLR265C,YLR265C,NEJ1
YLR266C,YLR266C,PDR8
YLR267W,YLR267W,BOP2
YLR268W,YLR268W,SEC22
YLR269C,YLR269C,YLR269C
YLR270W,YLR270W,DCS1
YLR271W,YLR271W,CMG1
YLR272C,YLR272C,YCS4
YLR273C,YLR273C,PIG1
YLR274W,YLR274W,MCM5
YLR275W,YLR275W,SMD2
YLR276C,YLR276C,DBP9
YLR277C,YLR277C,YSH1
YLR278C,YLR278C,YLR278C
YLR279W,YLR279W,YLR279W
YLR280C,YLR280C,YLR280C
YLR281C,YLR281C,YLR281C
YLR282C,YLR282C,YLR282C
YLR283W,YLR283W,YLR283W
YLR284C,YLR284C,ECI1
YLR285W,YLR285W,NNT1
YLR286C,YLR286C,CTS1
YLR287C,YLR287C,YLR287C
YLR287C-A,YLR287C-A,RPS30a
YLR288C,YLR288C,MEC3
YLR289W,YLR289W,GUF1
YLR290C,YLR290C,COQ11
YLR291C,YLR291C,GCD7
YLR292C,YLR292C,SEC72
YLR293C,YLR293C,GSP1
YLR294C,YLR294C,YLR294C
YLR295C,YLR295C,ATP14
YLR296W,YLR296W,YLR296W
YLR297W,YLR297W,YLR297W
YLR298C,YLR298C,YHC1
YLR299W,YLR299W,ECM38
YLR300W,YLR300W,EXG1
YLR301W,YLR301W,HRI1
YLR302C,YLR302C,YLR302C
YLR303W,YLR303W,MET17
YLR304C,YLR304C,ACO1
YLR305C,YLR305C,STT4
YLR306W,YLR306W,UBC12
YLR307W,YLR307W,CDA1
YLR308W,YLR308W,CDA2
YLR309C,YLR309C,IMH1
YLR310C,YLR310C,CDC25
YLR311C,YLR311C,YLR311C
YLR312C,YLR312C,ATG39
YLR312W-A,YLR312W-A,MRPL15
YLR313C,YLR313C,SPH1
YLR314C,YLR314C,CDC3
YLR315W,YLR315W,NKP2
YLR316C,YLR316C,TAD3
YLR317W,YLR317W,YLR317W
YLR318W,YLR318W,EST2
YLR319C,YLR319C,BUD6
YLR320W,YLR320W,MMS22
YLR321C,YLR321C,SFH1
YLR322W,YLR322W,VPS65
YLR323C,YLR323C,CWC24
YLR324W,YLR324W,PEX30
YLR325C,YLR325C,RPL38
YLR326W,YLR326W,YLR326W
YLR327C,YLR327C,TMA10
YLR328W,YLR328W,NMA1
YLR329W,YLR329W,REC102
YLR330W,YLR330W,CHS5
YLR331C,YLR331C,JIP3
YLR332W,YLR332W,MID2
YLR333C,YLR333C,RPS25b
YLR334C,YLR334C,YLR334C
YLR335W,YLR335W,NUP2
YLR336C,YLR336C,SGD1
YLR338W,YLR338W,YLR338W
YLR339C,YLR339C,YLR339C
YLR340W,YLR340W,RPP0
YLR341W,YLR341W,SPO77
YLR342W,YLR342W,FKS1
YLR343W,YLR343W,GAS2
YLR344W,YLR344W,RPL26a
YLR345W,YLR345W,YLR345W
