Inserted List,,ORF Name,Gene Name
SHR5,,YOL110W,SHR5
ZEO1,,YOL109W,ZEO1
INO4,,YOL108C,INO4
YOL107W,,YOL107W,YOL107W
YOL106W,,YOL106W,YOL106W
WSC3,,YOL105C,WSC3
NDJ1,,YOL104C,NDJ1
ITR2,,YOL103W,ITR2
TPT1,,YOL102C,TPT1
IZH4,,YOL101C,IZH4
PKH2,,YOL100W,PKH2
YOL099C,,YOL099C,YOL099C
SDD3,,YOL098C,SDD3
WRS1,,YOL097C,WRS1
COQ3,,YOL096C,COQ3
HMI1,,YOL095C,HMI1
RFC4,,YOL094C,RFC4
TRM10,,YOL093W,TRM10
YPQ1,,YOL092W,YPQ1
SPO21,,YOL091W,SPO21
MSH2,,YOL090W,MSH2
HAL9,,YOL089C,HAL9
MPD2,,YOL088C,MPD2
DUF1,,YOL087C,DUF1
MHF1,,YOL086W-A,MHF1
ADH1,,YOL086C,ADH1
YOL085C,,YOL085C,YOL085C
PHM7,,YOL084W,PHM7
ATG34,,YOL083W,ATG34
ATG19,,YOL082W,ATG19
IRA2,,YOL081W,IRA2
REX4,,YOL080C,REX4
YOL079W,,YOL079W,YOL079W
AVO1,,YOL078W,AVO1
ATP19,,YOL077W-A,ATP19
BRX1,,YOL077C,BRX1
MDM20,,YOL076W,MDM20
YOL075C,,YOL075C,YOL075C
DSC2,,YOL073C,DSC2
THP1,,YOL072W,THP1
SDH5,,YOL071W,SDH5
NBA1,,YOL070C,NBA1
NUF2,,YOL069W,NUF2
HST1,,YOL068C,HST1
RTG1,,YOL067C,RTG1
RIB2,,YOL066C,RIB2
INP54,,YOL065C,INP54
MET22,,YOL064C,MET22
CRT10,,YOL063C,CRT10
APM4,,YOL062C,APM4
PRS5,,YOL061W,PRS5
MAM3,,YOL060C,MAM3
GPD2,,YOL059W,GPD2
ARG1,,YOL058W,ARG1
YOL057W,,YOL057W,YOL057W
GPM3,,YOL056W,GPM3
THI20,,YOL055C,THI20
PSH1,,YOL054W,PSH1
AIM39,,YOL053W,AIM39
DDR2,,YOL052C-A,DDR2
SPE2,,YOL052C,SPE2
GAL11,,YOL051W,GAL11
YOL050C,,YOL050C,YOL050C
GSH2,,YOL049W,GSH2
RRT8,,YOL048C,RRT8
LDS2,,YOL047C,LDS2
YOL046C,,YOL046C,YOL046C
PSK2,,YOL045W,PSK2
PEX15,,YOL044W,PEX15
NTG2,,YOL043C,NTG2
NGL1,,YOL042W,NGL1
NOP12,,YOL041C,NOP12
RPS15,,YOL040C,RPS15
RPP2a,,YOL039W,RPP2a
PRE6,,YOL038W,PRE6
YOL037C,,YOL037C,YOL037C
YOL036W,,YOL036W,YOL036W
YOL035C,,YOL035C,YOL035C
SMC5,,YOL034W,SMC5
MSE1,,YOL033W,MSE1
OPI10,,YOL032W,OPI10
SIL1,,YOL031C,SIL1
GAS5,,YOL030W,GAS5
YOL029C,,YOL029C,YOL029C
YAP7,,YOL028C,YAP7
MDM38,,YOL027C,MDM38
MIM1,,YOL026C,MIM1
LAG2,,YOL025W,LAG2
YOL024W,,YOL024W,YOL024W
IFM1,,YOL023W,IFM1
TSR4,,YOL022C,TSR4
DIS3,,YOL021C,DIS3
TAT2,,YOL020W,TAT2
YOL019W,,YOL019W,YOL019W
TLG2,,YOL018C,TLG2
ESC8,,YOL017W,ESC8
CMK2,,YOL016C,CMK2
IRC10,,YOL015W,IRC10
YOL014W,,YOL014W,YOL014W
YOL013W-A,,YOL013W-A,YOL013W-A
HRD1,,YOL013C,HRD1
HTZ1,,YOL012C,HTZ1
PLB3,,YOL011W,PLB3
RCL1,,YOL010W,RCL1
MDM12,,YOL009C,MDM12
COQ10,,YOL008W,COQ10
CSI2,,YOL007C,CSI2
TOP1,,YOL006C,TOP1
RPB11,,YOL005C,RPB11
SIN3,,YOL004W,SIN3
PFA4,,YOL003C,PFA4
IZH2,,YOL002C,IZH2
PHO80,,YOL001W,PHO80
RRP6,,YOR001W,RRP6
ALG6,,YOR002W,ALG6
YSP3,,YOR003W,YSP3
UTP23,,YOR004W,UTP23
DNL4,,YOR005C,DNL4
TSR3,,YOR006C,TSR3
SGT2,,YOR007C,SGT2
SLG1,,YOR008C,SLG1
YOR008C-A,,YOR008C-A,YOR008C-A
YOR008W-B,,YOR008W-B,YOR008W-B
TIR4,,YOR009W,TIR4
TIR2,,YOR010C,TIR2
AUS1,,YOR011W,AUS1
YOR012W,,YOR012W,YOR012W
YOR013W,,YOR013W,YOR013W
RTS1,,YOR014W,RTS1
YOR015W,,YOR015W,YOR015W
ERP4,,YOR016C,ERP4
PET127,,YOR017W,PET127
ROD1,,YOR018W,ROD1
YOR019W,,YOR019W,YOR019W
HSP10,,YOR020C,HSP10
SFM1,,YOR021C,SFM1
DDL1,,YOR022C,DDL1
AHC1,,YOR023C,AHC1
YOR024W,,YOR024W,YOR024W
HST3,,YOR025W,HST3
BUB3,,YOR026W,BUB3
STI1,,YOR027W,STI1
CIN5,,YOR028C,CIN5
YOR029W,,YOR029W,YOR029W
DFG16,,YOR030W,DFG16
CRS5,,YOR031W,CRS5
HMS1,,YOR032C,HMS1
EXO1,,YOR033C,EXO1
AKR2,,YOR034C,AKR2
SHE4,,YOR035C,SHE4
PEP12,,YOR036W,PEP12
CYC2,,YOR037W,CYC2
HIR2,,YOR038C,HIR2
CKB2,,YOR039W,CKB2
GLO4,,YOR040W,GLO4
YOR041C,,YOR041C,YOR041C
CUE5,,YOR042W,CUE5
WHI2,,YOR043W,WHI2
IRC23,,YOR044W,IRC23
TOM6,,YOR045W,TOM6
DBP5,,YOR046C,DBP5
STD1,,YOR047C,STD1
RAT1,,YOR048C,RAT1
RSB1,,YOR049C,RSB1
YOR050C,,YOR050C,YOR050C
ETT1,,YOR051C,ETT1
TMC1,,YOR052C,TMC1
YOR053W,,YOR053W,YOR053W
VHS3,,YOR054C,VHS3
YOR055W,,YOR055W,YOR055W
NOB1,,YOR056C,NOB1
SGT1,,YOR057W,SGT1
ASE1,,YOR058C,ASE1
LPL1,,YOR059C,LPL1
SLD7,,YOR060C,SLD7
CKA2,,YOR061W,CKA2
YOR062C,,YOR062C,YOR062C
RPL3,,YOR063W,RPL3
YNG1,,YOR064C,YNG1
CYT1,,YOR065W,CYT1
MSA1,,YOR066W,MSA1
ALG8,,YOR067C,ALG8
VPS5,,YOR069W,VPS5
VAM10,,YOR068C,VAM10
GYP1,,YOR070C,GYP1
NRT1,,YOR071C,NRT1
YOR072W,,YOR072W,YOR072W
SGO1,,YOR073W,SGO1
CDC21,,YOR074C,CDC21
UFE1,,YOR075W,UFE1
SKI7,,YOR076C,SKI7
RTS2,,YOR077W,RTS2
BUD21,,YOR078W,BUD21
ATX2,,YOR079C,ATX2
DIA2,,YOR080W,DIA2
TGL5,,YOR081C,TGL5
YOR082C,,YOR082C,YOR082C
WHI5,,YOR083W,WHI5
LPX1,,YOR084W,LPX1
OST3,,YOR085W,OST3
TCB1,,YOR086C,TCB1
YVC1,,YOR087W,YVC1
VPS21,,YOR089C,VPS21
PTC5,,YOR090C,PTC5
TMA46,,YOR091W,TMA46
ECM3,,YOR092W,ECM3
CMR2,,YOR093C,CMR2
ARF3,,YOR094W,ARF3
RKI1,,YOR095C,RKI1
RPS7a,,YOR096W,RPS7a
YOR097C,,YOR097C,YOR097C
NUP1,,YOR098C,NUP1
KTR1,,YOR099W,KTR1
CRC1,,YOR100C,CRC1
RAS1,,YOR101W,RAS1
YOR102W,,YOR102W,YOR102W
OST2,,YOR103C,OST2
PIN2,,YOR104W,PIN2
YOR105W,,YOR105W,YOR105W
VAM3,,YOR106W,VAM3
RGS2,,YOR107W,RGS2
LEU9,,YOR108W,LEU9
INP53,,YOR109W,INP53
TFC7,,YOR110W,TFC7
YOR111W,,YOR111W,YOR111W
CEX1,,YOR112W,CEX1
AZF1,,YOR113W,AZF1
YOR114W,,YOR114W,YOR114W
TRS33,,YOR115C,TRS33
RPO31,,YOR116C,RPO31
RPT5,,YOR117W,RPT5
RTC5,,YOR118W,RTC5
RIO1,,YOR119C,RIO1
GCY1,,YOR120W,GCY1
YOR121C,,YOR121C,YOR121C
PFY1,,YOR122C,PFY1
LEO1,,YOR123C,LEO1
UBP2,,YOR124C,UBP2
CAT5,,YOR125C,CAT5
IAH1,,YOR126C,IAH1
RGA1,,YOR127W,RGA1
ADE2,,YOR128C,ADE2
AFI1,,YOR129C,AFI1
ORT1,,YOR130C,ORT1
YOR131C,,YOR131C,YOR131C
VPS17,,YOR132W,VPS17
EFT1,,YOR133W,EFT1
BAG7,,YOR134W,BAG7
YOR135C,,YOR135C,YOR135C
IDH2,,YOR136W,IDH2
SIA1,,YOR137C,SIA1
RUP1,,YOR138C,RUP1
YOR139C,,YOR139C,YOR139C
SFL1,,YOR140W,SFL1
ARP8,,YOR141C,ARP8
LSC1,,YOR142W,LSC1
THI80,,YOR143C,THI80
ELG1,,YOR144C,ELG1
PNO1,,YOR145C,PNO1
YOR146W,,YOR146W,YOR146W
MDM32,,YOR147W,MDM32
SPP2,,YOR148C,SPP2
SMP3,,YOR149C,SMP3
MRPL23,,YOR150W,MRPL23
RPB2,,YOR151C,RPB2
ATG40,,YOR152C,ATG40
PDR5,,YOR153W,PDR5
SLP1,,YOR154W,SLP1
ISN1,,YOR155C,ISN1
NFI1,,YOR156C,NFI1
PUP1,,YOR157C,PUP1
PET123,,YOR158W,PET123
SME1,,YOR159C,SME1
MTR10,,YOR160W,MTR10
PNS1,,YOR161C,PNS1
YRR1,,YOR162C,YRR1
DDP1,,YOR163W,DDP1
GET4,,YOR164C,GET4
SEY1,,YOR165W,SEY1
SWT1,,YOR166C,SWT1
RPS28a,,YOR167C,RPS28a
GLN4,,YOR168W,GLN4
YOR169C,,YOR169C,YOR169C
YOR170W,,YOR170W,YOR170W
LCB4,,YOR171C,LCB4
YRM1,,YOR172W,YRM1
DCS2,,YOR173W,DCS2
MED4,,YOR174W,MED4
ALE1,,YOR175C,ALE1
HEM15,,YOR176W,HEM15
MPC54,,YOR177C,MPC54
GAC1,,YOR178C,GAC1
SYC1,,YOR179C,SYC1
DCI1,,YOR180C,DCI1
LAS17,,YOR181W,LAS17
RPS30b,,YOR182C,RPS30b
FYV12,,YOR183W,FYV12
SER1,,YOR184W,SER1
GSP2,,YOR185C,GSP2
YOR186W,,YOR186W,YOR186W
TUF1,,YOR187W,TUF1
MSB1,,YOR188W,MSB1
IES4,,YOR189W,IES4
SPR1,,YOR190W,SPR1
ULS1,,YOR191W,ULS1
THI72,,YOR192C,THI72
PEX27,,YOR193W,PEX27
TOA1,,YOR194C,TOA1
SLK19,,YOR195W,SLK19
LIP5,,YOR196C,LIP5
MCA1,,YOR197W,MCA1
BFR1,,YOR198C,BFR1
YOR199W,,YOR199W,YOR199W
YOR200W,,YOR200W,YOR200W
MRM1,,YOR201C,MRM1
HIS3,,YOR202W,HIS3
YOR203W,,YOR203W,YOR203W
DED1,,YOR204W,DED1
GEP3,,YOR205C,GEP3
NOC2,,YOR206W,NOC2
RET1,,YOR207C,RET1
PTP2,,YOR208W,PTP2
NPT1,,YOR209C,NPT1
RPB10,,YOR210W,RPB10
MGM1,,YOR211C,MGM1
STE4,,YOR212W,STE4
SAS5,,YOR213C,SAS5
SPR2,,YOR214C,SPR2
AIM41,,YOR215C,AIM41
RUD3,,YOR216C,RUD3
RFC1,,YOR217W,RFC1
YOR218C,,YOR218C,YOR218C
STE13,,YOR219C,STE13
RCN2,,YOR220W,RCN2
MCT1,,YOR221C,MCT1
ODC2,,YOR222W,ODC2
DSC3,,YOR223W,DSC3
RPB8,,YOR224C,RPB8
YOR225W,,YOR225W,YOR225W
ISU2,,YOR226C,ISU2
HER1,,YOR227W,HER1
MCP1,,YOR228C,MCP1
WTM2,,YOR229W,WTM2
WTM1,,YOR230W,WTM1
MKK1,,YOR231W,MKK1
MGE1,,YOR232W,MGE1
KIN4,,YOR233W,KIN4
RPL33b,,YOR234C,RPL33b
YOR235W,,YOR235W,YOR235W
DFR1,,YOR236W,DFR1
HES1,,YOR237W,HES1
YOR238W,,YOR238W,YOR238W
ABP140,,YOR239W,ABP140
MET7,,YOR241W,MET7
SSP2,,YOR242C,SSP2
PUS7,,YOR243C,PUS7
ESA1,,YOR244W,ESA1
DGA1,,YOR245C,DGA1
ENV9,,YOR246C,ENV9
SRL1,,YOR247W,SRL1
YOR248W,,YOR248W,YOR248W
APC5,,YOR249C,APC5
CLP1,,YOR250C,CLP1
TUM1,,YOR251C,TUM1
TMA16,,YOR252W,TMA16
NAT5,,YOR253W,NAT5
SEC63,,YOR254C,SEC63
OSW1,,YOR255W,OSW1
TRE2,,YOR256C,TRE2
CDC31,,YOR257W,CDC31
HNT3,,YOR258W,HNT3
RPT4,,YOR259C,RPT4
GCD1,,YOR260W,GCD1
RPN8,,YOR261C,RPN8
GPN2,,YOR262W,GPN2
YOR263C,,YOR263C,YOR263C
DSE3,,YOR264W,DSE3
RBL2,,YOR265W,RBL2
PNT1,,YOR266W,PNT1
HRK1,,YOR267C,HRK1
YOR268C,,YOR268C,YOR268C
PAC1,,YOR269W,PAC1
VPH1,,YOR270C,VPH1
FSF1,,YOR271C,FSF1
YTM1,,YOR272W,YTM1
TPO4,,YOR273C,TPO4
MOD5,,YOR274W,MOD5
RIM20,,YOR275C,RIM20
CAF20,,YOR276W,CAF20
YOR277C,,YOR277C,YOR277C
HEM4,,YOR278W,HEM4
RFM1,,YOR279C,RFM1
FSH3,,YOR280C,FSH3
PLP2,,YOR281C,PLP2
YOR282W,,YOR282W,YOR282W
YOR283W,,YOR283W,YOR283W
HUA2,,YOR284W,HUA2
RDL1,,YOR285W,RDL1
RDL2,,YOR286W,RDL2
RRP36,,YOR287C,RRP36
MPD1,,YOR288C,MPD1
YOR289W,,YOR289W,YOR289W
SNF2,,YOR290C,SNF2
YPK9,,YOR291W,YPK9
YOR292C,,YOR292C,YOR292C
RPS10a,,YOR293W,RPS10a
RRS1,,YOR294W,RRS1
UAF30,,YOR295W,UAF30
YOR296W,,YOR296W,YOR296W
TIM18,,YOR297C,TIM18
MUM3,,YOR298W,MUM3
MBF1,,YOR298C-A,MBF1
BUD7,,YOR299W,BUD7
YOR300W,,YOR300W,YOR300W
RAX1,,YOR301W,RAX1
YOR302W,,YOR302W,YOR302W
CPA1,,YOR303W,CPA1
ISW2,,YOR304W,ISW2
BIL1,,YOR304C-A,BIL1
RRG7,,YOR305W,RRG7
MCH5,,YOR306C,MCH5
SLY41,,YOR307C,SLY41
SNU66,,YOR308C,SNU66
YOR309C,,YOR309C,YOR309C
NOP58,,YOR310C,NOP58
DGK1,,YOR311C,DGK1
RPL20b,,YOR312C,RPL20b
SPS4,,YOR313C,SPS4
YOR314W,,YOR314W,YOR314W
YOR314W-A,,YOR314W-A,YOR314W-A
SFG1,,YOR315W,SFG1
COT1,,YOR316C,COT1
FAA1,,YOR317W,FAA1
YOR318C,,YOR318C,YOR318C
HSH49,,YOR319W,HSH49
GNT1,,YOR320C,GNT1
PMT3,,YOR321W,PMT3
LDB19,,YOR322C,LDB19
PRO2,,YOR323C,PRO2
FRT1,,YOR324C,FRT1
YOR325W,,YOR325W,YOR325W
MYO2,,YOR326W,MYO2
SNC2,,YOR327C,SNC2
PDR10,,YOR328W,PDR10
SCD5,,YOR329C,SCD5
MIP1,,YOR330C,MIP1
YOR331C,,YOR331C,YOR331C
VMA4,,YOR332W,VMA4
YOR333C,,YOR333C,YOR333C
MRS2,,YOR334W,MRS2
ALA1,,YOR335C,ALA1
KRE5,,YOR336W,KRE5
TEA1,,YOR337W,TEA1
YOR338W,,YOR338W,YOR338W
UBC11,,YOR339C,UBC11
RPA43,,YOR340C,RPA43
RPA190,,YOR341W,RPA190
YOR342C,,YOR342C,YOR342C
YOR343C,,YOR343C,YOR343C
TYE7,,YOR344C,TYE7
YOR345C,,YOR345C,YOR345C
REV1,,YOR346W,REV1
PYK2,,YOR347C,PYK2
PUT4,,YOR348C,PUT4
CIN1,,YOR349W,CIN1
MNE1,,YOR350C,MNE1
MEK1,,YOR351C,MEK1
TFB6,,YOR352W,TFB6
SOG2,,YOR353C,SOG2
MSC6,,YOR354C,MSC6
GDS1,,YOR355W,GDS1
CIR2,,YOR356W,CIR2
SNX3,,YOR357C,SNX3
HAP5,,YOR358W,HAP5
VTS1,,YOR359W,VTS1
PDE2,,YOR360C,PDE2
PRT1,,YOR361C,PRT1
PRE10,,YOR362C,PRE10
PIP2,,YOR363C,PIP2
YOR364W,,YOR364W,YOR364W
YOR365C,,YOR365C,YOR365C
YOR366W,,YOR366W,YOR366W
SCP1,,YOR367W,SCP1
RAD17,,YOR368W,RAD17
RPS12,,YOR369C,RPS12
MRS6,,YOR370C,MRS6
GPB1,,YOR371C,GPB1
NDD1,,YOR372C,NDD1
NUD1,,YOR373W,NUD1
ALD4,,YOR374W,ALD4
GDH1,,YOR375C,GDH1
YOR376W,,YOR376W,YOR376W
ATF1,,YOR377W,ATF1
AMF1,,YOR378W,AMF1
YOR379C,,YOR379C,YOR379C
RDR1,,YOR380W,RDR1
FRE3,,YOR381W,FRE3
FIT2,,YOR382W,FIT2
FIT3,,YOR383C,FIT3
FRE5,,YOR384W,FRE5
YOR385W,,YOR385W,YOR385W
PHR1,,YOR386W,PHR1
YOR387C,,YOR387C,YOR387C
FDH1,,YOR388C,FDH1
YOR389W,,YOR389W,YOR389W
FEX1,,YOR390W,FEX1
HSP33,,YOR391C,HSP33
YOR392W,,YOR392W,YOR392W
ERR1,,YOR393W,ERR1
PAU21,,YOR394W,PAU21
YRF1-7,,YPL283C,YRF1-7
PAU22,,YPL282C,PAU22
ERR2,,YPL281C,ERR2
HSP32,,YPL280W,HSP32
FEX2,,YPL279C,FEX2
YPL278C,,YPL278C,YPL278C
YPL277C,,YPL277C,YPL277C
SAM3,,YPL274W,SAM3
SAM4,,YPL273W,SAM4
PBI1,,YPL272C,PBI1
ATP15,,YPL271W,ATP15
MDL2,,YPL270W,MDL2
KAR9,,YPL269W,KAR9
PLC1,,YPL268W,PLC1
ACM1,,YPL267W,ACM1
DIM1,,YPL266W,DIM1
DIP5,,YPL265W,DIP5
YPL264C,,YPL264C,YPL264C
KEL3,,YPL263C,KEL3
FUM1,,YPL262W,FUM1
YPL261C,,YPL261C,YPL261C
CUB1,,YPL260W,CUB1
APM1,,YPL259C,APM1
THI21,,YPL258C,THI21
YPL257W,,YPL257W,YPL257W
CLN2,,YPL256C,CLN2
BBP1,,YPL255W,BBP1
HFI1,,YPL254W,HFI1
VIK1,,YPL253C,VIK1
YAH1,,YPL252C,YAH1
YPL251W,,YPL251W,YPL251W
ATG41,,YPL250C,ATG41
RPL36b,,YPL249C-A,RPL36b
GYP5,,YPL249C,GYP5
GAL4,,YPL248C,GAL4
YPL247C,,YPL247C,YPL247C
RBD2,,YPL246C,RBD2
YPL245W,,YPL245W,YPL245W
HUT1,,YPL244C,HUT1
SRP68,,YPL243W,SRP68
IQG1,,YPL242C,IQG1
CIN2,,YPL241C,CIN2
HSP82,,YPL240C,HSP82
YAR1,,YPL239W,YAR1
YPL238C,,YPL238C,YPL238C
SUI3,,YPL237W,SUI3
ENV7,,YPL236C,ENV7
RVB2,,YPL235W,RVB2
VMA11,,YPL234C,VMA11
NSL1,,YPL233W,NSL1
SSO1,,YPL232W,SSO1
FAS2,,YPL231W,FAS2
USV1,,YPL230W,USV1
YPL229W,,YPL229W,YPL229W
CET1,,YPL228W,CET1
ALG5,,YPL227C,ALG5
NEW1,,YPL226W,NEW1
YPL225W,,YPL225W,YPL225W
MMT2,,YPL224C,MMT2
GRE1,,YPL223C,GRE1
FMP40,,YPL222W,FMP40
FLC1,,YPL221W,FLC1
RPL1a,,YPL220W,RPL1a
PCL8,,YPL219W,PCL8
SAR1,,YPL218W,SAR1
BMS1,,YPL217C,BMS1
YPL216W,,YPL216W,YPL216W
CBP3,,YPL215W,CBP3
THI6,,YPL214C,THI6
LEA1,,YPL213W,LEA1
PUS1,,YPL212C,PUS1
NIP7,,YPL211W,NIP7
SRP72,,YPL210C,SRP72
IPL1,,YPL209C,IPL1
RKM1,,YPL208W,RKM1
TYW1,,YPL207W,TYW1
PGC1,,YPL206C,PGC1
YPL205C,,YPL205C,YPL205C
HRR25,,YPL204W,HRR25
TPK2,,YPL203W,TPK2
AFT2,,YPL202C,AFT2
YIG1,,YPL201C,YIG1
CSM4,,YPL200W,CSM4
YPL199C,,YPL199C,YPL199C
RPL7b,,YPL198W,RPL7b
YPL197C,,YPL197C,YPL197C
OXR1,,YPL196W,OXR1
APL5,,YPL195W,APL5
DDC1,,YPL194W,DDC1
RSA1,,YPL193W,RSA1
PRM3,,YPL192C,PRM3
YPL191C,,YPL191C,YPL191C
NAB3,,YPL190C,NAB3
GUP2,,YPL189W,GUP2
POS5,,YPL188W,POS5
MF(ALPHA)1,,YPL187W,MF(ALPHA)1
UIP4,,YPL186C,UIP4
YPL185W,,YPL185W,YPL185W
MRN1,,YPL184C,MRN1
RTC6,,YPL183W-A,RTC6
RTT10,,YPL183C,RTT10
YPL182C,,YPL182C,YPL182C
CTI6,,YPL181W,CTI6
TCO89,,YPL180W,TCO89
PPQ1,,YPL179W,PPQ1
CBC2,,YPL178W,CBC2
CUP9,,YPL177C,CUP9
TRE1,,YPL176C,TRE1
SPT14,,YPL175W,SPT14
NIP100,,YPL174C,NIP100
MRPL40,,YPL173W,MRPL40
COX10,,YPL172C,COX10
OYE3,,YPL171C,OYE3
DAP1,,YPL170W,DAP1
MEX67,,YPL169C,MEX67
MRX4,,YPL168W,MRX4
REV3,,YPL167C,REV3
ATG29,,YPL166W,ATG29
SET6,,YPL165C,SET6
MLH3,,YPL164C,MLH3
SVS1,,YPL163C,SVS1
YPL162C,,YPL162C,YPL162C
BEM4,,YPL161C,BEM4
CDC60,,YPL160W,CDC60
PET20,,YPL159C,PET20
AIM44,,YPL158C,AIM44
TGS1,,YPL157W,TGS1
PRM4,,YPL156C,PRM4
KIP2,,YPL155C,KIP2
PEP4,,YPL154C,PEP4
RAD53,,YPL153C,RAD53
RRD2,,YPL152W,RRD2
PRP46,,YPL151C,PRP46
YPL150W,,YPL150W,YPL150W
ATG5,,YPL149W,ATG5
PPT2,,YPL148C,PPT2
PXA1,,YPL147W,PXA1
NOP53,,YPL146C,NOP53
KES1,,YPL145C,KES1
POC4,,YPL144W,POC4
RPL33a,,YPL143W,RPL33a
YPL142C,,YPL142C,YPL142C
FRK1,,YPL141C,FRK1
MKK2,,YPL140C,MKK2
UME1,,YPL139C,UME1
SPP1,,YPL138C,SPP1
GIP3,,YPL137C,GIP3
YPL136W,,YPL136W,YPL136W
ISU1,,YPL135W,ISU1
ODC1,,YPL134C,ODC1
RDS2,,YPL133C,RDS2
COX11,,YPL132W,COX11
RPL5,,YPL131W,RPL5
SPO19,,YPL130W,SPO19
TAF14,,YPL129W,TAF14
TBF1,,YPL128C,TBF1
HHO1,,YPL127C,HHO1
NAN1,,YPL126W,NAN1
KAP120,,YPL125W,KAP120
SPC29,,YPL124W,SPC29
RNY1,,YPL123C,RNY1
TFB2,,YPL122C,TFB2
MEI5,,YPL121C,MEI5
VPS30,,YPL120W,VPS30
DBP1,,YPL119C,DBP1
MRP51,,YPL118W,MRP51
IDI1,,YPL117C,IDI1
HOS3,,YPL116W,HOS3
BEM3,,YPL115C,BEM3
YPL114W,,YPL114W,YPL114W
YPL113C,,YPL113C,YPL113C
PEX25,,YPL112C,PEX25
CAR1,,YPL111W,CAR1
GDE1,,YPL110C,GDE1
YPL109C,,YPL109C,YPL109C
YPL108W,,YPL108W,YPL108W
YPL107W,,YPL107W,YPL107W
SSE1,,YPL106C,SSE1
SYH1,,YPL105C,SYH1
MSD1,,YPL104W,MSD1
FMP30,,YPL103C,FMP30
YPL102C,,YPL102C,YPL102C
ELP4,,YPL101W,ELP4
ATG21,,YPL100W,ATG21
INA17,,YPL099C,INA17
MGR2,,YPL098C,MGR2
MSY1,,YPL097W,MSY1
PNG1,,YPL096W,PNG1
EEB1,,YPL095C,EEB1
SEC62,,YPL094C,SEC62
NOG1,,YPL093W,NOG1
SSU1,,YPL092W,SSU1
GLR1,,YPL091W,GLR1
RPS6a,,YPL090C,RPS6a
RLM1,,YPL089C,RLM1
YPL088W,,YPL088W,YPL088W
YDC1,,YPL087W,YDC1
ELP3,,YPL086C,ELP3
SEC16,,YPL085W,SEC16
BRO1,,YPL084W,BRO1
SEN54,,YPL083C,SEN54
MOT1,,YPL082C,MOT1
RPS9a,,YPL081W,RPS9a
YPL080C,,YPL080C,YPL080C
RPL21b,,YPL079W,RPL21b
ATP4,,YPL078C,ATP4
YPL077C,,YPL077C,YPL077C
GPI2,,YPL076W,GPI2
GCR1,,YPL075W,GCR1
YTA6,,YPL074W,YTA6
YPL073C,,YPL073C,YPL073C
UBP16,,YPL072W,UBP16
YPL071C,,YPL071C,YPL071C
MUK1,,YPL070W,MUK1
BTS1,,YPL069C,BTS1
YPL068C,,YPL068C,YPL068C
YPL067C,,YPL067C,YPL067C
RGL1,,YPL066W,RGL1
VPS28,,YPL065W,VPS28
CWC27,,YPL064C,CWC27
TIM50,,YPL063W,TIM50
YPL062W,,YPL062W,YPL062W
ALD6,,YPL061W,ALD6
MFM1,,YPL060W,MFM1
GRX5,,YPL059W,GRX5
PDR12,,YPL058C,PDR12
SUR1,,YPL057C,SUR1
LCL1,,YPL056C,LCL1
LGE1,,YPL055C,LGE1
LEE1,,YPL054W,LEE1
KTR6,,YPL053C,KTR6
OAZ1,,YPL052W,OAZ1
ARL3,,YPL051W,ARL3
MNN9,,YPL050C,MNN9
DIG1,,YPL049C,DIG1
CAM1,,YPL048W,CAM1
SGF11,,YPL047W,SGF11
ELC1,,YPL046C,ELC1
VPS16,,YPL045W,VPS16
YPL044C,,YPL044C,YPL044C
NOP4,,YPL043W,NOP4
SSN3,,YPL042C,SSN3
MRX11,,YPL041C,MRX11
ISM1,,YPL040C,ISM1
YPL039W,,YPL039W,YPL039W
MET31,,YPL038W,MET31
EGD1,,YPL037C,EGD1
PMA2,,YPL036W,PMA2
YPL035C,,YPL035C,YPL035C
YPL034W,,YPL034W,YPL034W
SRL4,,YPL033C,SRL4
SVL3,,YPL032C,SVL3
PHO85,,YPL031C,PHO85
TRM44,,YPL030W,TRM44
SUV3,,YPL029W,SUV3
ERG10,,YPL028W,ERG10
SMA1,,YPL027W,SMA1
SKS1,,YPL026C,SKS1
YPL025C,,YPL025C,YPL025C
RMI1,,YPL024W,RMI1
MET12,,YPL023C,MET12
RAD1,,YPL022W,RAD1
ECM23,,YPL021W,ECM23
ULP1,,YPL020C,ULP1
VTC3,,YPL019C,VTC3
CTF19,,YPL018W,CTF19
IRC15,,YPL017C,IRC15
SWI1,,YPL016W,SWI1
HST2,,YPL015C,HST2
CIP1,,YPL014W,CIP1
MRPS16,,YPL013C,MRPS16
RRP12,,YPL012W,RRP12
TAF3,,YPL011C,TAF3
RET3,,YPL010W,RET3
RQC2,,YPL009C,RQC2
CHL1,,YPL008W,CHL1
TFC8,,YPL007C,TFC8
NCR1,,YPL006W,NCR1
AEP3,,YPL005W,AEP3
LSP1,,YPL004C,LSP1
ULA1,,YPL003W,ULA1
SNF8,,YPL002C,SNF8
HAT1,,YPL001W,HAT1
CIT3,,YPR001W,CIT3
PDH1,,YPR002W,PDH1
YPR002C-A,,YPR002C-A,YPR002C-A
YPR003C,,YPR003C,YPR003C
AIM45,,YPR004C,AIM45
HAL1,,YPR005C,HAL1
ICL2,,YPR006C,ICL2
REC8,,YPR007C,REC8
HAA1,,YPR008W,HAA1
SUT2,,YPR009W,SUT2
RPA135,,YPR010C,RPA135
YPR011C,,YPR011C,YPR011C
YPR012W,,YPR012W,YPR012W
CMR3,,YPR013C,CMR3
